t,des_c1,des_c2,des_c3,act_c1,act_c2,act_c3,err_c1,err_c2,err_c3,pose_x,pose_y,pose_z
10.9,0.11,0.0,0.0,0.027751640721170173,0.0,0.0,0.08224835927882983,0.0,0.0,0.0,0.0,0.0
11.0,0.04,0.0,0.0,0.02929627766302424,0.0,0.0,0.010703722336975762,0.0,0.0,0.0,0.0,0.0
11.1,0.0,0.0,0.0,0.03036549570551604,0.0,0.0,-0.03036549570551604,0.0,0.0,0.0,0.0,0.0
11.2,0.0,0.0,0.0,0.030755505970316042,0.0,0.0,-0.030755505970316042,0.0,0.0,0.0,0.0,0.0
11.3,0.0,0.0,0.0,0.030360763790960726,0.0,0.0,-0.030360763790960726,0.0,0.0,0.0,0.0,0.0
11.4,0.0,0.0,0.0,0.029960951013419543,0.0,0.0,-0.029960951013419543,0.0,0.0,0.0,0.0,0.0
11.5,0.0,0.0,0.0,0.02956622878271324,0.0,0.0,-0.02956622878271324,0.0,0.0,0.0,0.0,0.0
11.6,0.0,0.0,0.0,0.029176256453213242,0.0,0.0,-0.029176256453213242,0.0,0.0,0.0,0.0,0.0
11.7,0.0,0.0,0.0,0.02878625251031324,0.0,0.0,-0.02878625251031324,0.0,0.0,0.0,0.0,0.0
11.8,0.0,0.0,0.0,0.028396254784013242,0.0,0.0,-0.028396254784013242,0.0,0.0,0.0,0.0,0.0
11.9,0.0,0.0,0.0,0.02800625326301324,0.0,0.0,-0.02800625326301324,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.027616246157213243,0.0,0.0,-0.027616246157213243,0.0,0.0,0.0,0.0,0.0
12.1,0.0,0.0,0.0,0.027226258001513244,0.0,0.0,-0.027226258001513244,0.0,0.0,0.0,0.0,0.0
12.2,0.0,0.0,0.0,0.026836248001913244,0.0,0.0,-0.026836248001913244,0.0,0.0,0.0,0.0,0.0
12.3,0.0,0.0,0.0,0.026446242460013245,0.0,0.0,-0.026446242460013245,0.0,0.0,0.0,0.0,0.0
12.4,0.0,0.0,0.0,0.026056271788013244,0.0,0.0,-0.026056271788013244,0.0,0.0,0.0,0.0,0.0
12.5,0.0,0.0,0.0,0.025666272763013243,0.0,0.0,-0.025666272763013243,0.0,0.0,0.0,0.0,0.0
12.6,0.0,0.0,0.0,0.02527627553591324,0.0,0.0,-0.02527627553591324,0.0,0.0,0.0,0.0,0.0
12.7,0.0,0.0,0.0,0.02488627580891324,0.0,0.0,-0.02488627580891324,0.0,0.0,0.0,0.0,0.0
12.8,0.0,0.0,0.0,0.024496072455113243,0.0,0.0,-0.024496072455113243,0.0,0.0,0.0,0.0,0.0
12.9,0.0,0.0,0.0,0.024106260528713244,0.0,0.0,-0.024106260528713244,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.023716403237513246,0.0,0.0,-0.023716403237513246,0.0,0.0,0.0,0.0,0.0
13.1,0.0,0.0,0.0,0.023326209025313245,0.0,0.0,-0.023326209025313245,0.0,0.0,0.0,0.0,0.0
13.2,0.0,0.0,0.0,0.022936179716813245,0.0,0.0,-0.022936179716813245,0.0,0.0,0.0,0.0,0.0
13.3,0.0,0.0,0.0,0.022546155096113244,0.0,0.0,-0.022546155096113244,0.0,0.0,0.0,0.0,0.0
13.4,0.0,0.0,0.0,0.022156256554613243,0.0,0.0,-0.022156256554613243,0.0,0.0,0.0,0.0,0.0
13.5,0.0,0.0,0.0,0.02176615647281324,0.0,0.0,-0.02176615647281324,0.0,0.0,0.0,0.0,0.0
13.6,0.0,0.0,0.0,0.02137625040821324,0.0,0.0,-0.02137625040821324,0.0,0.0,0.0,0.0,0.0
13.7,0.0,0.0,0.0,0.02098624219481324,0.0,0.0,-0.02098624219481324,0.0,0.0,0.0,0.0,0.0
13.8,0.0,0.0,0.0,0.020596178960213242,0.0,0.0,-0.020596178960213242,0.0,0.0,0.0,0.0,0.0
13.9,0.0,0.0,0.0,0.02020626879281324,0.0,0.0,-0.02020626879281324,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.019816270465913242,0.0,0.0,-0.019816270465913242,0.0,0.0,0.0,0.0,0.0
14.1,0.0,0.0,0.0,0.01942627342991324,0.0,0.0,-0.01942627342991324,0.0,0.0,0.0,0.0,0.0
14.2,0.0,0.0,0.0,0.01903617092231324,0.0,0.0,-0.01903617092231324,0.0,0.0,0.0,0.0,0.0
14.3,0.0,0.0,0.0,0.01864489740851324,0.0,0.0,-0.01864489740851324,0.0,0.0,0.0,0.0,0.0
14.4,0.0,0.0,0.0,0.01825625587601324,0.0,0.0,-0.01825625587601324,0.0,0.0,0.0,0.0,0.0
14.5,0.0,0.0,0.0,0.01786617529031324,0.0,0.0,-0.01786617529031324,0.0,0.0,0.0,0.0,0.0
14.6,0.0,0.0,0.0,0.01747615089191324,0.0,0.0,-0.01747615089191324,0.0,0.0,0.0,0.0,0.0
14.7,0.0,0.0,0.0,0.01708617800081324,0.0,0.0,-0.01708617800081324,0.0,0.0,0.0,0.0,0.0
14.8,0.0,0.0,0.0,0.016696152194513238,0.0,0.0,-0.016696152194513238,0.0,0.0,0.0,0.0,0.0
14.9,0.0,0.0,0.0,0.016306254799613236,0.0,0.0,-0.016306254799613236,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.015916268855213234,0.0,0.0,-0.015916268855213234,0.0,0.0,0.0,0.0,0.0
15.1,0.0,0.0,0.0,0.015526255006313234,0.0,0.0,-0.015526255006313234,0.0,0.0,0.0,0.0,0.0
15.2,0.0,0.0,0.0,0.015136177427513234,0.0,0.0,-0.015136177427513234,0.0,0.0,0.0,0.0,0.0
15.3,0.0,0.0,0.0,0.014746178273813235,0.0,0.0,-0.014746178273813235,0.0,0.0,0.0,0.0,0.0
15.4,0.0,0.0,0.0,0.014356268777213235,0.0,0.0,-0.014356268777213235,0.0,0.0,0.0,0.0,0.0
15.5,0.0,0.0,0.0,0.013966248750713235,0.0,0.0,-0.013966248750713235,0.0,0.0,0.0,0.0,0.0
15.6,0.0,0.0,0.0,0.013576268625113234,0.0,0.0,-0.013576268625113234,0.0,0.0,0.0,0.0,0.0
15.7,0.0,0.0,0.0,0.013186404239813234,0.0,0.0,-0.013186404239813234,0.0,0.0,0.0,0.0,0.0
15.8,0.0,0.0,0.0,0.012796245611213234,0.0,0.0,-0.012796245611213234,0.0,0.0,0.0,0.0,0.0
15.9,0.0,0.0,0.0,0.012406269584513234,0.0,0.0,-0.012406269584513234,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.012016180551413234,0.0,0.0,-0.012016180551413234,0.0,0.0,0.0,0.0,0.0
16.1,0.0,0.0,0.0,0.011626263137813234,0.0,0.0,-0.011626263137813234,0.0,0.0,0.0,0.0,0.0
16.2,0.0,0.0,0.0,0.011236180083413235,0.0,0.0,-0.011236180083413235,0.0,0.0,0.0,0.0,0.0
16.3,0.0,0.0,0.0,0.010846222187813235,0.0,0.0,-0.010846222187813235,0.0,0.0,0.0,0.0,0.0
16.4,0.0,0.0,0.0,0.010456189907513234,0.0,0.0,-0.010456189907513234,0.0,0.0,0.0,0.0,0.0
16.5,0.0,0.0,0.0,0.010066245412313234,0.0,0.0,-0.010066245412313234,0.0,0.0,0.0,0.0,0.0
16.6,0.0,0.0,0.0,0.009676237963313234,0.0,0.0,-0.009676237963313234,0.0,0.0,0.0,0.0,0.0
16.7,0.0,0.0,0.0,0.009286271269313234,0.0,0.0,-0.009286271269313234,0.0,0.0,0.0,0.0,0.0
16.8,0.0,0.0,0.0,0.008896180781513234,0.0,0.0,-0.008896180781513234,0.0,0.0,0.0,0.0,0.0
16.9,0.0,0.0,0.0,0.008506420846013234,0.0,0.0,-0.008506420846013234,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.008116178581913235,0.0,0.0,-0.008116178581913235,0.0,0.0,0.0,0.0,0.0
17.1,0.0,0.0,0.0,0.007726159448513234,0.0,0.0,-0.007726159448513234,0.0,0.0,0.0,0.0,0.0
17.2,0.0,0.0,0.0,0.0073362587581132345,0.0,0.0,-0.0073362587581132345,0.0,0.0,0.0,0.0,0.0
17.3,0.0,0.0,0.0,0.006946271940113234,0.0,0.0,-0.006946271940113234,0.0,0.0,0.0,0.0,0.0
17.4,0.0,0.0,0.0,0.006556262318813234,0.0,0.0,-0.006556262318813234,0.0,0.0,0.0,0.0,0.0
17.5,0.0,0.0,0.0,0.006166385535413234,0.0,0.0,-0.006166385535413234,0.0,0.0,0.0,0.0,0.0
17.6,0.0,0.0,0.0,0.005776181132513234,0.0,0.0,-0.005776181132513234,0.0,0.0,0.0,0.0,0.0
17.7,0.0,0.0,0.0,0.005386268792813234,0.0,0.0,-0.005386268792813234,0.0,0.0,0.0,0.0,0.0
17.8,0.0,0.0,0.0,0.004996274623313234,0.0,0.0,-0.004996274623313234,0.0,0.0,0.0,0.0,0.0
17.9,0.0,0.0,0.0,0.004606262478713234,0.0,0.0,-0.004606262478713234,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.004216260454613234,0.0,0.0,-0.004216260454613234,0.0,0.0,0.0,0.0,0.0
18.1,0.01,0.0,0.0,0.0038262646432132338,0.0,0.0,0.0061737353567867664,0.0,0.0,0.0,0.0,0.0
18.2,0.02,0.0,0.0,0.0034361784103132337,0.0,0.0,0.016563821589686768,0.0,0.0,0.0,0.0,0.0
18.3,0.025,0.0,0.0,0.0038261830123132337,0.0,0.0,0.021173816987686767,0.0,0.0,0.0,0.0,0.0
18.4,0.035,0.0,0.0,0.0042161802550132335,0.0,0.0,0.03078381974498677,0.0,0.0,0.0,0.0,0.0
18.5,0.045,0.0,0.0,0.004606090453613234,0.0,0.0,0.04039390954638676,0.0,0.0,0.0,0.0,0.0
18.6,0.05,0.0,0.0,0.005006282955646521,0.0,0.0,0.04499371704435348,0.0,0.0,0.0,0.0,0.0
18.7,0.06,0.0,0.0,0.005531413405214255,0.0,0.0,0.05446858659478574,0.0,0.0,0.0,0.0,0.0
18.8,0.06,0.0,0.0,0.00611648615107693,0.0,0.0,0.053883513848923065,0.0,0.0,0.0,0.0,0.0
18.9,0.065,0.0,0.0,0.006824532657210752,0.0,0.0,0.05817546734278925,0.0,0.0,0.0,0.0,0.0
19.0,0.065,0.0,0.0,0.007524920276256404,0.0,0.0,0.0574750797237436,0.0,0.0,0.0,0.0,0.0
19.1,0.065,0.0,0.0,0.008281352297852514,0.0,0.0,0.05671864770214749,0.0,0.0,0.0,0.0,0.0
19.2,0.065,0.0,0.0,0.009028534767446854,0.0,0.0,0.05597146523255315,0.0,0.0,0.0,0.0,0.0
19.3,0.07,0.0,0.0,0.009765712804455628,0.0,0.0,0.06023428719554438,0.0,0.0,0.0,0.0,0.0
19.4,0.07,0.0,0.0,0.010493307850373406,0.0,0.0,0.0595066921496266,0.0,0.0,0.0,0.0,0.0
19.5,0.07,0.0,0.0,0.01127635359174594,0.0,0.0,0.05872364640825407,0.0,0.0,0.0,0.0,0.0
19.6,0.07,0.0,0.0,0.01205009693162337,0.0,0.0,0.057949903068376635,0.0,0.0,0.0,0.0,0.0
19.7,0.075,0.0,0.0,0.012813318857467965,0.0,0.0,0.062186681142532035,0.0,0.0,0.0,0.0,0.0
19.8,0.075,0.0,0.0,0.013566667755560096,0.0,0.0,0.0614333322444399,0.0,0.0,0.0,0.0,0.0
19.9,0.08,0.0,0.0,0.01437528950595918,0.0,0.0,0.06562471049404082,0.0,0.0,0.0,0.0,0.0
20.0,0.085,0.0,0.0,0.015173734307741906,0.0,0.0,0.0698262656922581,0.0,0.0,0.0,0.0,0.0
20.1,0.085,0.0,0.0,0.016026852652083444,0.0,0.0,0.06897314734791657,0.0,0.0,0.0,0.0,0.0
20.2,0.09,0.0,0.0,0.01693460002455708,0.0,0.0,0.07306539997544292,0.0,0.0,0.0,0.0,0.0
20.3,0.095,0.0,0.0,0.01783146665635725,0.0,0.0,0.07716853334364275,0.0,0.0,0.0,0.0,0.0
20.4,0.095,0.0,0.0,0.018781308649332282,0.0,0.0,0.07621869135066772,0.0,0.0,0.0,0.0,0.0
20.5,0.095,0.0,0.0,0.019783988778040135,0.0,0.0,0.07521601122195987,0.0,0.0,0.0,0.0,0.0
20.6,0.095,0.0,0.0,0.020775401163430046,0.0,0.0,0.07422459883656995,0.0,0.0,0.0,0.0,0.0
20.7,0.095,0.0,0.0,0.0217531461429093,0.0,0.0,0.0732468538570907,0.0,0.0,0.0,0.0,0.0
20.8,0.095,0.0,0.0,0.022718128020372867,0.0,0.0,0.07228187197962713,0.0,0.0,0.0,0.0,0.0
20.9,0.095,0.0,0.0,0.023669741989827457,0.0,0.0,0.07133025801017254,0.0,0.0,0.0,0.0,0.0
21.0,0.095,0.0,0.0,0.02460973456910837,0.0,0.0,0.07039026543089164,0.0,0.0,0.0,0.0,0.0
21.1,0.095,0.0,0.0,0.025537279831753197,0.0,0.0,0.06946272016824681,0.0,0.0,0.0,0.0,0.0
21.2,0.095,0.0,0.0,0.026452312772053132,0.0,0.0,0.06854768722794687,0.0,0.0,0.0,0.0,0.0
21.3,0.095,0.0,0.0,0.027355369781308845,0.0,0.0,0.06764463021869116,0.0,0.0,0.0,0.0,0.0
21.4,0.095,0.0,0.0,0.028246435597558565,0.0,0.0,0.06675356440244143,0.0,0.0,0.0,0.0,0.0
21.5,0.095,0.0,0.0,0.029125900773703386,0.0,0.0,0.06587409922629661,0.0,0.0,0.0,0.0,0.0
21.6,0.095,0.0,0.0,0.029993665931012728,0.0,0.0,0.06500633406898727,0.0,0.0,0.0,0.0,0.0
21.7,0.095,0.0,0.0,0.030849975372830914,0.0,0.0,0.0641500246271691,0.0,0.0,0.0,0.0,0.0
21.8,0.095,0.0,0.0,0.031694917871501645,0.0,0.0,0.06330508212849836,0.0,0.0,0.0,0.0,0.0
21.9,0.095,0.0,0.0,0.03252856281572661,0.0,0.0,0.06247143718427339,0.0,0.0,0.0,0.0,0.0
22.0,0.095,0.0,0.0,0.033351781822017985,0.0,0.0,0.061648218177982016,0.0,0.0,0.0,0.0,0.0
22.1,0.095,0.0,0.0,0.03416391241391595,0.0,0.0,0.06083608758608405,0.0,0.0,0.0,0.0,0.0
22.2,0.095,0.0,0.0,0.034965366747184465,0.0,0.0,0.060034633252815536,0.0,0.0,0.0,0.0,0.0
22.3,0.095,0.0,0.0,0.03575643648185188,0.0,0.0,0.05924356351814812,0.0,0.0,0.0,0.0,0.0
22.4,0.095,0.0,0.0,0.03653682267039242,0.0,0.0,0.05846317732960758,0.0,0.0,0.0,0.0,0.0
22.5,0.095,0.0,0.0,0.037306983181372586,0.0,0.0,0.057693016818627416,0.0,0.0,0.0,0.0,0.0
22.6,0.095,0.0,0.0,0.03806706263588755,0.0,0.0,0.05693293736411245,0.0,0.0,0.0,0.0,0.0
22.7,0.095,0.0,0.0,0.03881663543916556,0.0,0.0,0.05618336456083444,0.0,0.0,0.0,0.0,0.0
22.8,0.095,0.0,0.0,0.03955702433505245,0.0,0.0,0.055442975664947554,0.0,0.0,0.0,0.0,0.0
22.9,0.095,0.0,0.0,0.0402875803134367,0.0,0.0,0.054712419686563304,0.0,0.0,0.0,0.0,0.0
23.0,0.095,0.0,0.0,0.041008142172299686,0.0,0.0,0.053991857827700315,0.0,0.0,0.0,0.0,0.0
23.1,0.095,0.0,0.0,0.041719379445335505,0.0,0.0,0.053280620554664496,0.0,0.0,0.0,0.0,0.0
23.2,0.095,0.0,0.0,0.042421289670471686,0.0,0.0,0.052578710329528315,0.0,0.0,0.0,0.0,0.0
23.3,0.095,0.0,0.0,0.04311393223113019,0.0,0.0,0.05188606776886981,0.0,0.0,0.0,0.0,0.0
