t,des_c1,des_c2,des_c3,act_c1,act_c2,act_c3,err_c1,err_c2,err_c3,pose_x,pose_y,pose_z
10.4,0.0,0.0,0.0,0.0,-0.043356398891095646,0.0,0.0,0.043356398891095646,0.0,0.0,0.0,0.0
10.5,0.0,0.025,0.0,0.0,-0.04285110981010588,0.0,0.0,0.06785110981010588,0.0,0.0,0.0,0.0
10.6,0.0,0.035,0.0,0.0,-0.04228747563816356,0.0,0.0,0.07728747563816357,0.0,0.0,0.0,0.0
10.7,0.0,0.055,0.0,0.0,-0.0417304021416233,0.0,0.0,0.0967304021416233,0.0,0.0,0.0,0.0
10.8,0.0,0.06,0.0,0.0,-0.040855696632560584,0.0,0.0,0.10085569663256058,0.0,0.0,0.0,0.0
10.9,0.0,0.065,0.0,0.0,-0.03985808622394552,0.0,0.0,0.10485808622394552,0.0,0.0,0.0,0.0
11.0,0.0,0.07,0.0,0.0,-0.038612117048481186,0.0,0.0,0.1086121170484812,0.0,0.0,0.0,0.0
11.1,0.0,0.08,0.0,0.0,-0.03731394105323555,0.0,0.0,0.11731394105323556,0.0,0.0,0.0,0.0
11.2,0.0,0.09,0.0,0.0,-0.035966964970530646,0.0,0.0,0.12596696497053064,0.0,0.0,0.0,0.0
11.3,0.0,0.09,0.0,0.0,-0.034571902375123864,0.0,0.0,0.12457190237512386,0.0,0.0,0.0,0.0
11.4,0.0,0.09,0.0,0.0,-0.03306392453017293,0.0,0.0,0.12306392453017292,0.0,0.0,0.0,0.0
11.5,0.0,0.095,0.0,0.0,-0.03144459289251129,0.0,0.0,0.12644459289251128,0.0,0.0,0.0,0.0
11.6,0.0,0.095,0.0,0.0,-0.029844947550007092,0.0,0.0,0.1248449475500071,0.0,0.0,0.0,0.0
11.7,0.0,0.095,0.0,0.0,-0.028266267068709067,0.0,0.0,0.12326626706870907,0.0,0.0,0.0,0.0
11.8,0.0,0.095,0.0,0.0,-0.026642814341054914,0.0,0.0,0.12164281434105492,0.0,0.0,0.0,0.0
11.9,0.0,0.095,0.0,0.0,-0.025040901215452764,0.0,0.0,0.12004090121545277,0.0,0.0,0.0,0.0
12.0,0.0,0.095,0.0,0.0,-0.02345913671808758,0.0,0.0,0.11845913671808758,0.0,0.0,0.0,0.0
12.1,0.0,0.095,0.0,0.0,-0.021898532983748012,0.0,0.0,0.11689853298374801,0.0,0.0,0.0,0.0
12.2,0.0,0.1,0.0,0.0,-0.02035896895640662,0.0,0.0,0.12035896895640663,0.0,0.0,0.0,0.0
12.3,0.0,0.105,0.0,0.0,-0.018839241479791047,0.0,0.0,0.12383924147979104,0.0,0.0,0.0,0.0
12.4,0.0,0.11,0.0,0.0,-0.01733932085483299,0.0,0.0,0.127339320854833,0.0,0.0,0.0,0.0
12.5,0.0,0.11,0.0,0.0,-0.01579473564109619,0.0,0.0,0.1257947356410962,0.0,0.0,0.0,0.0
12.6,0.0,0.115,0.0,0.0,-0.014203899225844429,0.0,0.0,0.12920389922584444,0.0,0.0,0.0,0.0
12.7,0.0,0.12,0.0,0.0,-0.012569005669716101,0.0,0.0,0.1325690056697161,0.0,0.0,0.0,0.0
12.8,0.0,0.12,0.0,0.0,-0.010954364554658716,0.0,0.0,0.1309543645546587,0.0,0.0,0.0,0.0
12.9,0.0,0.12,0.0,0.0,-0.009295616945562938,0.0,0.0,0.12929561694556294,0.0,0.0,0.0,0.0
13.0,0.0,0.125,0.0,0.0,-0.007593588225768817,0.0,0.0,0.1325935882257688,0.0,0.0,0.0,0.0
13.1,0.0,0.125,0.0,0.0,-0.0059122826374773145,0.0,0.0,0.1309122826374773,0.0,0.0,0.0,0.0
13.2,0.0,0.125,0.0,0.0,-0.00425403119421312,0.0,0.0,0.1292540311942131,0.0,0.0,0.0,0.0
13.3,0.0,0.125,0.0,0.0,-0.002552131815539714,0.0,0.0,0.1275521318155397,0.0,0.0,0.0,0.0
13.4,0.0,0.125,0.0,0.0,-0.0008718001391470394,0.0,0.0,0.12587180013914703,0.0,0.0,0.0,0.0
13.5,0.0,0.13,0.0,0.0,0.0007864823878682532,0.0,0.0,0.12921351761213176,0.0,0.0,0.0,0.0
13.6,0.0,0.13,0.0,0.0,0.0024226454310067023,0.0,0.0,0.1275773545689933,0.0,0.0,0.0,0.0
13.7,0.0,0.13,0.0,0.0,0.004037499912576716,0.0,0.0,0.1259625000874233,0.0,0.0,0.0,0.0
13.8,0.0,0.13,0.0,0.0,0.005695961803765765,0.0,0.0,0.12430403819623424,0.0,0.0,0.0,0.0
13.9,0.0,0.13,0.0,0.0,0.007333452787988003,0.0,0.0,0.122666547212012,0.0,0.0,0.0,0.0
14.0,0.0,0.13,0.0,0.0,0.008949846439570606,0.0,0.0,0.12105015356042939,0.0,0.0,0.0,0.0
14.1,0.0,0.13,0.0,0.0,0.010544118978669057,0.0,0.0,0.11945588102133095,0.0,0.0,0.0,0.0
14.2,0.0,0.13,0.0,0.0,0.01211780422622132,0.0,0.0,0.11788219577377869,0.0,0.0,0.0,0.0
14.3,0.0,0.13,0.0,0.0,0.013670691312813033,0.0,0.0,0.11632930868718697,0.0,0.0,0.0,0.0
14.4,0.0,0.13,0.0,0.0,0.015203153406179582,0.0,0.0,0.11479684659382042,0.0,0.0,0.0,0.0
14.5,0.0,0.13,0.0,0.0,0.016715415939039035,0.0,0.0,0.11328458406096097,0.0,0.0,0.0,0.0
14.6,0.0,0.13,0.0,0.0,0.01820779301722626,0.0,0.0,0.11179220698277374,0.0,0.0,0.0,0.0
14.7,0.0,0.13,0.0,0.0,0.01968066849453112,0.0,0.0,0.11031933150546888,0.0,0.0,0.0,0.0
14.8,0.0,0.13,0.0,0.0,0.021134408944510213,0.0,0.0,0.10886559105548979,0.0,0.0,0.0,0.0
14.9,0.0,0.13,0.0,0.0,0.022567913365791614,0.0,0.0,0.10743208663420839,0.0,0.0,0.0,0.0
15.0,0.0,0.13,0.0,0.0,0.023983200369390563,0.0,0.0,0.10601679963060945,0.0,0.0,0.0,0.0
15.1,0.0,0.13,0.0,0.0,0.02537982952050873,0.0,0.0,0.10462017047949128,0.0,0.0,0.0,0.0
15.2,0.0,0.13,0.0,0.0,0.026758710163427728,0.0,0.0,0.10324128983657227,0.0,0.0,0.0,0.0
15.3,0.0,0.13,0.0,0.0,0.028118102385812152,0.0,0.0,0.10188189761418785,0.0,0.0,0.0,0.0
15.4,0.0,0.13,0.0,0.0,0.02946059630970289,0.0,0.0,0.10053940369029711,0.0,0.0,0.0,0.0
15.5,0.0,0.105,0.0,0.0,0.03078506908441111,0.0,0.0,0.0742149309155889,0.0,0.0,0.0,0.0
15.6,0.0,0.085,0.0,0.0,0.032091963622861916,0.0,0.0,0.05290803637713809,0.0,0.0,0.0,0.0
15.7,0.0,0.055,0.0,0.0,0.0333818001202967,0.0,0.0,0.0216181998797033,0.0,0.0,0.0,0.0
15.8,0.0,0.01,0.0,0.0,0.034329384389786305,0.0,0.0,-0.024329384389786303,0.0,0.0,0.0,0.0
15.9,0.0,0.005,0.0,0.0,0.0350004175659358,0.0,0.0,-0.030000417565935796,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.035269135732786554,0.0,0.0,-0.035269135732786554,0.0,0.0,0.0,0.0
16.1,0.0,-0.015,0.0,0.0,0.0349441288679054,0.0,0.0,-0.0499441288679054,0.0,0.0,0.0,0.0
16.2,0.0,-0.025,0.0,0.0,0.03455063258635638,0.0,0.0,-0.05955063258635638,0.0,0.0,0.0,0.0
16.3,0.0,-0.04,0.0,0.0,0.034096257449048234,0.0,0.0,-0.07409625744904824,0.0,0.0,0.0,0.0
16.4,0.0,-0.06,0.0,0.0,0.03345224500487319,0.0,0.0,-0.09345224500487319,0.0,0.0,0.0,0.0
16.5,0.0,-0.085,0.0,0.0,0.032683967936980474,0.0,0.0,-0.11768396793698048,0.0,0.0,0.0,0.0
16.6,0.0,-0.095,0.0,0.0,0.03172911159262723,0.0,0.0,-0.12672911159262723,0.0,0.0,0.0,0.0
16.7,0.0,-0.095,0.0,0.0,0.030524226021855484,0.0,0.0,-0.12552422602185548,0.0,0.0,0.0,0.0
16.8,0.0,-0.095,0.0,0.0,0.029006750727506508,0.0,0.0,-0.12400675072750651,0.0,0.0,0.0,0.0
16.9,0.0,-0.09,0.0,0.0,0.02737494686924582,0.0,0.0,-0.11737494686924582,0.0,0.0,0.0,0.0
17.0,0.0,-0.09,0.0,0.0,0.02576248712053774,0.0,0.0,-0.11576248712053774,0.0,0.0,0.0,0.0
17.1,0.0,-0.09,0.0,0.0,0.02417121684262196,0.0,0.0,-0.11417121684262196,0.0,0.0,0.0,0.0
17.2,0.0,-0.09,0.0,0.0,0.022667019915279626,0.0,0.0,-0.11266701991527962,0.0,0.0,0.0,0.0
17.3,0.0,-0.09,0.0,0.0,0.02118279345810844,0.0,0.0,-0.11118279345810844,0.0,0.0,0.0,0.0
17.4,0.0,-0.09,0.0,0.0,0.019718122301736793,0.0,0.0,-0.10971812230173679,0.0,0.0,0.0,0.0
17.5,0.0,-0.09,0.0,0.0,0.01827272407487645,0.0,0.0,-0.10827272407487645,0.0,0.0,0.0,0.0
17.6,0.0,-0.09,0.0,0.0,0.016846355850395574,0.0,0.0,-0.10684635585039556,0.0,0.0,0.0,0.0
17.7,0.0,-0.09,0.0,0.0,0.01543876173635089,0.0,0.0,-0.10543876173635089,0.0,0.0,0.0,0.0
17.8,0.0,-0.09,0.0,0.0,0.014049825310160906,0.0,0.0,-0.10404982531016091,0.0,0.0,0.0,0.0
17.9,0.0,-0.09,0.0,0.0,0.012678660206846246,0.0,0.0,-0.10267866020684624,0.0,0.0,0.0,0.0
18.0,0.0,-0.09,0.0,0.0,0.011326135487598633,0.0,0.0,-0.10132613548759863,0.0,0.0,0.0,0.0
18.1,0.0,-0.09,0.0,0.0,0.009991446200292738,0.0,0.0,-0.09999144620029274,0.0,0.0,0.0,0.0
18.2,0.0,-0.085,0.0,0.0,0.008674004993477254,0.0,0.0,-0.09367400499347726,0.0,0.0,0.0,0.0
18.3,0.0,-0.08,0.0,0.0,0.007374492783657872,0.0,0.0,-0.08737449278365787,0.0,0.0,0.0,0.0
18.4,0.0,-0.075,0.0,0.0,0.006091268116259197,0.0,0.0,-0.08109126811625919,0.0,0.0,0.0,0.0
18.5,0.0,-0.07,0.0,0.0,0.004890836886214917,0.0,0.0,-0.07489083688621492,0.0,0.0,0.0,0.0
18.6,0.0,-0.07,0.0,0.0,0.003771529248766491,0.0,0.0,-0.0737715292487665,0.0,0.0,0.0,0.0
18.7,0.0,-0.06,0.0,0.0,0.0027328556032015384,0.0,0.0,-0.06273285560320153,0.0,0.0,0.0,0.0
18.8,0.0,-0.03,0.0,0.0,0.0017739417559927834,0.0,0.0,-0.03177394175599278,0.0,0.0,0.0,0.0
18.9,0.0,-0.01,0.0,0.0,0.0008284911357506724,0.0,0.0,-0.010828491135750672,0.0,0.0,0.0,0.0
19.0,0.0,0.005,0.0,0.0,2.542969215745558e-05,0.0,0.0,0.004974570307842544,0.0,0.0,0.0,0.0
19.1,0.0,0.005,0.0,0.0,-0.00037533074949405715,0.0,0.0,0.005375330749494057,0.0,0.0,0.0,0.0
19.2,0.0,0.005,0.0,0.0,-0.000505659474371336,0.0,0.0,0.005505659474371336,0.0,0.0,0.0,0.0
19.3,0.0,0.005,0.0,0.0,-0.00043577994682139615,0.0,0.0,0.005435779946821396,0.0,0.0,0.0,0.0
19.4,0.0,0.005,0.0,0.0,-0.00036420424720371,0.0,0.0,0.00536420424720371,0.0,0.0,0.0,0.0
19.5,0.0,0.005,0.0,0.0,-0.0002935065786114539,0.0,0.0,0.005293506578611454,0.0,0.0,0.0,0.0
19.6,0.0,0.005,0.0,0.0,-0.00022378330758026933,0.0,0.0,0.0052237833075802695,0.0,0.0,0.0,0.0
19.7,0.0,0.005,0.0,0.0,-0.0001549845756833706,0.0,0.0,0.00515498457568337,0.0,0.0,0.0,0.0
19.8,0.0,0.005,0.0,0.0,-8.70780221283928e-05,0.0,0.0,0.005087078022128393,0.0,0.0,0.0,0.0
19.9,0.0,0.005,0.0,0.0,-2.0065702862237885e-05,0.0,0.0,0.005020065702862238,0.0,0.0,0.0,0.0
20.0,0.0,0.005,0.0,0.0,4.606711691336524e-05,0.0,0.0,0.0049539328830866345,0.0,0.0,0.0,0.0
20.1,0.0,0.005,0.0,0.0,0.00011132815117053174,0.0,0.0,0.004888671848829468,0.0,0.0,0.0,0.0
20.2,0.0,0.005,0.0,0.0,0.00017574680670552425,0.0,0.0,0.004824253193294476,0.0,0.0,0.0,0.0
20.3,0.0,0.005,0.0,0.0,0.00023928143011768945,0.0,0.0,0.00476071856988231,0.0,0.0,0.0,0.0
20.4,0.0,0.005,0.0,0.0,0.0003019977307195581,0.0,0.0,0.004698002269280442,0.0,0.0,0.0,0.0
20.5,0.0,0.005,0.0,0.0,0.0003638866673717353,0.0,0.0,0.004636113332628265,0.0,0.0,0.0,0.0
20.6,0.0,0.005,0.0,0.0,0.0004249778892116855,0.0,0.0,0.004575022110788315,0.0,0.0,0.0,0.0
20.7,0.0,0.005,0.0,0.0,0.0004852305557905218,0.0,0.0,0.004514769444209478,0.0,0.0,0.0,0.0
20.8,0.0,0.005,0.0,0.0,0.0005447074978332664,0.0,0.0,0.004455292502166734,0.0,0.0,0.0,0.0
20.9,0.0,0.005,0.0,0.0,0.0006034007689421696,0.0,0.0,0.00439659923105783,0.0,0.0,0.0,0.0
21.0,0.0,0.005,0.0,0.0,0.0006613451715810546,0.0,0.0,0.004338654828418945,0.0,0.0,0.0,0.0
21.1,0.0,0.005,0.0,0.0,0.0007184722362278663,0.0,0.0,0.0042815277637721335,0.0,0.0,0.0,0.0
21.2,0.0,0.005,0.0,0.0,0.0007748886877502933,0.0,0.0,0.004225111312249707,0.0,0.0,0.0,0.0
21.3,0.0,0.005,0.0,0.0,0.000830534790118308,0.0,0.0,0.0041694652098816926,0.0,0.0,0.0,0.0
21.4,0.0,0.005,0.0,0.0,0.0008854624466579184,0.0,0.0,0.004114537553342082,0.0,0.0,0.0,0.0
21.5,0.0,0.005,0.0,0.0,0.000939666351336565,0.0,0.0,0.004060333648663435,0.0,0.0,0.0,0.0
21.6,0.0,0.005,0.0,0.0,0.0009931545938935166,0.0,0.0,0.004006845406106484,0.0,0.0,0.0,0.0
21.7,0.0,0.0,0.0,0.0,0.0010459375705459222,0.0,0.0,-0.0010459375705459222,0.0,0.0,0.0,0.0
21.8,0.0,0.0,0.0,0.0,0.0010980269879550268,0.0,0.0,-0.0010980269879550268,0.0,0.0,0.0,0.0
21.9,0.0,0.0,0.0,0.0,0.0011494300200559915,0.0,0.0,-0.0011494300200559915,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0011351558297990232,0.0,0.0,-0.0011351558297990232,0.0,0.0,0.0,0.0
22.1,0.0,0.0,0.0,0.0,0.0011202130796525796,0.0,0.0,-0.0011202130796525796,0.0,0.0,0.0,0.0
22.2,0.0,0.0,0.0,0.0,0.001105455051715571,0.0,0.0,-0.001105455051715571,0.0,0.0,0.0,0.0
22.3,0.0,0.0,0.0,0.0,0.0010908910591355431,0.0,0.0,-0.0010908910591355431,0.0,0.0,0.0,0.0
22.4,0.0,0.0,0.0,0.0,0.0010765178715651821,0.0,0.0,-0.0010765178715651821,0.0,0.0,0.0,0.0
22.5,0.0,0.0,0.0,0.0,0.001062339530273733,0.0,0.0,-0.001062339530273733,0.0,0.0,0.0,0.0
22.6,0.0,0.0,0.0,0.0,0.0010483452537518175,0.0,0.0,-0.0010483452537518175,0.0,0.0,0.0,0.0
